annotation;brand;brand_known;dia;diameter;et;holes;img;img_full;link;model;name_product;pcd;price;retail_price;retail_price_one;seller;title;title_short;type;width
"9.5/10.5x18"", 5x100.00, 5x114.30, ET30/18, ЦО 73,1мм.";XXR;XXR;73.1;18;18;5;https://static.baza.farpost.ru/drom/1479376547235_bulletin;https://static.baza.farpost.ru/drom/1479376547235_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-65459489.html;527;"10.5x18"", 5x114.3, ET18, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;10.5
"8.5x19"", 5x114.30, ET35, ЦО 73,1мм.";Vossen;VOSSEN;73.1;19;35;5;https://static.baza.farpost.ru/drom/1495683625253_bulletin;https://static.baza.farpost.ru/drom/1495683625253_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-vfs2-62486182.html;VFS2;"8.5x19"", 5x114.3, ET35, ЦО73.1 VOSSEN VFS2 ";114.3;32999;42999;10749;Replika777;Комплект дисков Vossen VFS2;Vossen VFS2;Литой;8.5
"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";Work;WORK;73.1;18;28;5;https://static.baza.farpost.ru/drom/1523767762778_bulletin;https://static.baza.farpost.ru/drom/1523767762778_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-62602089.html;Emotion CR2P;"8.5x18"", 5x114.3, ET28, ЦО73.1 WORK Emotion CR2P ";114.3;26999;31999;7999;Replika777;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;Литой;8.5
"8.5x18"", 5x100.00, 5x114.30, ET28, ЦО 73,1мм.";Work;WORK;73.1;18;28;5;https://static.baza.farpost.ru/drom/1523767762778_bulletin;https://static.baza.farpost.ru/drom/1523767762778_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-62602089.html;Emotion CR2P;"8.5x18"", 5x114.3, ET28, ЦО73.1 WORK Emotion CR2P ";114.3;26999;31999;7999;Replika777;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;Литой;8.5
"7.5x18"", 6x139.70, ET30, ЦО 106,1мм.";Toyota Land Cruiser Prado;Toyota;106.1;18;30;6;https://static.baza.farpost.ru/drom/1492211195955_bulletin;https://static.baza.farpost.ru/drom/1492211195955_default;https://baza.drom.ru/chita/wheel/disc/new-novye-toyota-lc-prado-150-r18-6x139-7-new-restajling-53409988.html;=-LC-Prado-150=;"7.5x18"", 6x139.7, ET30, ЦО106.1 Toyota =-LC-Prado-150= ";139.7;26999;31999;7999;Replika777;NEW! Новые =Toyota-LC-Prado-150= R18 6x139,7 *NEW Рестайлинг*;=Toyota-LC-Prado-150=;Литой;7.5
"9.0x17"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм.";XXR;XXR;73.1;17;30;4;https://static.baza.farpost.ru/drom/1524526759874_bulletin;https://static.baza.farpost.ru/drom/1524526759874_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-55276642.html;527;"9.0x17"", 4x114.3, ET30, ЦО73.1 XXR 527 ";114.3;21999;26999;6749;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.0
"9.0x17"", 4x100.00, 4x114.30, ET30, ЦО 73,1мм.";XXR;XXR;73.1;17;30;4;https://static.baza.farpost.ru/drom/1524526759874_bulletin;https://static.baza.farpost.ru/drom/1524526759874_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-55276642.html;527;"9.0x17"", 4x114.3, ET30, ЦО73.1 XXR 527 ";114.3;21999;26999;6749;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";XXR;XXR;73.1;16;30;4;https://static.baza.farpost.ru/drom/1535009896997_bulletin;https://static.baza.farpost.ru/drom/1535009896997_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-56328117.html;527;"7.0x16"", 4x100.0, ET30, ЦО73.1 XXR 527 ";100.0;18999;23999;5999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";XXR;XXR;73.1;16;30;4;https://static.baza.farpost.ru/drom/1535009896997_bulletin;https://static.baza.farpost.ru/drom/1535009896997_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-56328117.html;527;"7.0x16"", 4x100.0, ET30, ЦО73.1 XXR 527 ";100.0;18999;23999;5999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;7.0
"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1524751099262_bulletin;https://static.baza.farpost.ru/drom/1524751099262_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-61601082.html;TE37;"8.0x17"", 5x114.3, ET30, ЦО73.1 RAYS TE37 ";114.3;21999;26999;6749;Replika777;Комплект дисков Rays te37;Rays TE37;Литой;8.0
"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";Vossen;VOSSEN;73.1;17;40;4;https://static.baza.farpost.ru/drom/1525660065657_bulletin;https://static.baza.farpost.ru/drom/1525660065657_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cvt-62491480.html;CVT;"7.5x17"", 4x114.3, ET40, ЦО73.1 VOSSEN CVT ";114.3;21999;26999;6749;Replika777;Комплект дисков Vossen CVT;Vossen CVT;Литой;7.5
"7.5x17"", 4x100.00, 4x114.30, ET40, ЦО 73,1мм.";Vossen;VOSSEN;73.1;17;40;4;https://static.baza.farpost.ru/drom/1525660065657_bulletin;https://static.baza.farpost.ru/drom/1525660065657_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cvt-62491480.html;CVT;"7.5x17"", 4x114.3, ET40, ЦО73.1 VOSSEN CVT ";114.3;21999;26999;6749;Replika777;Комплект дисков Vossen CVT;Vossen CVT;Литой;7.5
"9.5x18"", 5x114.30, ET25, ЦО 73,1мм.";Work;WORK;73.1;18;25;5;https://static.baza.farpost.ru/drom/1524398057634_bulletin;https://static.baza.farpost.ru/drom/1524398057634_default;https://baza.drom.ru/chita/wheel/disc/new-work-t7r-62675250.html;T7R;"9.5x18"", 5x114.3, ET25, ЦО73.1 WORK T7R ";114.3;26999;31999;7999;Replika777;New! Work T7R;Work T7R;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30, ЦО 73,1мм.";XXR;XXR;73.1;18;30;5;https://static.baza.farpost.ru/drom/1480394589617_bulletin;https://static.baza.farpost.ru/drom/1480394589617_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-xxr-527-62906936.html;527;"9.5x18"", 5x114.3, ET30, ЦО73.1 XXR 527 ";114.3;26999;31999;7999;Replika777;Комплект дисков XXR 527;XXR 527;Литой;9.5
"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм.";Weds;WEDS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500430604891_bulletin;https://static.baza.farpost.ru/drom/1500430604891_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;;"9.0x17"", 5x100.0, ET30, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм.";Weds;WEDS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500430604891_bulletin;https://static.baza.farpost.ru/drom/1500430604891_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;;"9.0x17"", 5x100.0, ET30, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм.";Weds;WEDS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500430604891_bulletin;https://static.baza.farpost.ru/drom/1500430604891_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;;"9.0x17"", 5x100.0, ET30, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"8.0/9.0x17"", 5x100.00, ET35/30, ЦО 73,1мм.";Weds;WEDS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500430604891_bulletin;https://static.baza.farpost.ru/drom/1500430604891_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-62907449.html;;"9.0x17"", 5x100.0, ET30, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1528972611563_bulletin;https://static.baza.farpost.ru/drom/1528972611563_default;https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-63338468.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;26999;31999;7999;Replika777;Дип. Shogun A1;Shogun A1 (диповые);Литой;10.5
"8.0x17"", 5x100.00, ET30, ЦО 73,1мм.";Vossen;VOSSEN;73.1;17;30;5;https://static.baza.farpost.ru/drom/1483063281672_bulletin;https://static.baza.farpost.ru/drom/1483063281672_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-50239291.html;CV3;"8.0x17"", 5x100.0, ET30, ЦО73.1 VOSSEN CV3 ";100.0;21999;26999;6749;Replika777;Комплект дисков Vossen CV3;Vossen CV3;Литой;8.0
"9.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1528971831540_bulletin;https://static.baza.farpost.ru/drom/1528971831540_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-53068322.html;CE28;"9.0x17"", 5x114.3, ET30, ЦО73.1 RAYS CE28 ";114.3;21999;26999;6749;Replika777;Комплект дисков Rays CE28;Rays CE28;Литой;9.0
"9.0x17"", 5x100.00, 5x114.30, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1528971831540_bulletin;https://static.baza.farpost.ru/drom/1528971831540_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-ce28-53068322.html;CE28;"9.0x17"", 5x114.3, ET30, ЦО73.1 RAYS CE28 ";114.3;21999;26999;6749;Replika777;Комплект дисков Rays CE28;Rays CE28;Литой;9.0
"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;35;5;https://static.baza.farpost.ru/drom/1501145318949_bulletin;https://static.baza.farpost.ru/drom/1501145318949_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-55388581.html;GC-05F;"8.0x17"", 5x114.3, ET35, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;8.0
"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";Weds;WEDS;73.1;17;25;5;https://static.baza.farpost.ru/drom/1500447458274_bulletin;https://static.baza.farpost.ru/drom/1500447458274_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-55829327.html;;"9.0x17"", 5x100.0, ET25, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"8.5x18"", 5x114.30, ET30, ЦО 73,1мм.";Work;WORK;73.1;18;30;5;https://static.baza.farpost.ru/drom/1525659405411_bulletin;https://static.baza.farpost.ru/drom/1525659405411_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-work-emotion-cr2p-55865157.html;Emotion CR2P;"8.5x18"", 5x114.3, ET30, ЦО73.1 WORK Emotion CR2P ";114.3;25999;30999;7749;Replika777;Комплект дисков Work Emotion CR2P;Work Emotion CR2P;Литой;8.5
"9.0x17"", 5x100.00, ET30, ЦО 73,1мм.";Weds;WEDS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1526000967981_bulletin;https://static.baza.farpost.ru/drom/1526000967981_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-57632900.html;;"9.0x17"", 5x100.0, ET30, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;9.0
"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";Weds;WEDS;73.1;17;35;5;https://static.baza.farpost.ru/drom/1525659914092_bulletin;https://static.baza.farpost.ru/drom/1525659914092_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-weds-61771132.html;;"8.0x17"", 5x114.3, ET35, ЦО73.1 WEDS ";114.3;21999;26999;6749;Replika777;Комплект дисков Weds;Weds;Литой;8.0
"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";Vossen;VOSSEN;73.1;17;30;5;https://static.baza.farpost.ru/drom/1524439757538_bulletin;https://static.baza.farpost.ru/drom/1524439757538_default;https://baza.drom.ru/chita/wheel/disc/new-komplekt-vossen-cv3-62819232.html;CV3;"8.0x17"", 5x114.3, ET30, ЦО73.1 VOSSEN CV3 ";114.3;21999;26999;6749;Replika777;New! Комплект Vossen CV3;Vossen CV3;Литой;8.0
"8.0x17"", 5x114.30, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;17;30;5;https://static.baza.farpost.ru/drom/1517821879538_bulletin;https://static.baza.farpost.ru/drom/1517821879538_default;https://baza.drom.ru/chita/wheel/disc/new-komplekt-rota-rays-te37-62907255.html;Rota  TE37;"8.0x17"", 5x114.3, ET30, ЦО73.1 RAYS Rota  TE37 ";114.3;21999;26999;6749;Replika777;New! Комплект Rota Rays te37;Rota Rays TE37;Литой;8.0
"10.5x18"", 5x114.30, ET15, ЦО 73,1мм.";Shogun;Shogun;73.1;18;15;5;https://static.baza.farpost.ru/drom/1525778923164_bulletin;https://static.baza.farpost.ru/drom/1525778923164_default;https://baza.drom.ru/chita/wheel/disc/dip-bronza-shogun-a1-63246225.html;A1;"10.5x18"", 5x114.3, ET15, ЦО73.1 Shogun A1 ";114.3;26999;31999;7999;Replika777;Дип. Бронза. Shogun A1;Shogun A1 (бронза) (диповые);Литой;10.5
"8.5/9.5x19"", 5x120.00, ET28/30, ЦО 72,6мм.";BMW;BMW;72.6;19;30;5;https://static.baza.farpost.ru/drom/1486701737092_bulletin;https://static.baza.farpost.ru/drom/1486701737092_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-raznoshirokie-bmw-64826271.html;;"9.5x19"", 5x120.0, ET30, ЦО72.6 BMW ";120.0;31999;41999;10499;Replika777;Комплект дисков Разноширокие BMW;BMW;Литой;9.5
"8.5/9.5x19"", 5x120.00, ET28/30, ЦО 72,6мм.";BMW;BMW;72.6;19;30;5;https://static.baza.farpost.ru/drom/1486701737092_bulletin;https://static.baza.farpost.ru/drom/1486701737092_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-raznoshirokie-bmw-64826271.html;;"9.5x19"", 5x120.0, ET30, ЦО72.6 BMW ";120.0;31999;41999;10499;Replika777;Комплект дисков Разноширокие BMW;BMW;Литой;9.5
"8.5/9.5x19"", 5x120.00, ET28/30, ЦО 72,6мм.";BMW;BMW;72.6;19;30;5;https://static.baza.farpost.ru/drom/1486701737092_bulletin;https://static.baza.farpost.ru/drom/1486701737092_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-raznoshirokie-bmw-64826271.html;;"9.5x19"", 5x120.0, ET30, ЦО72.6 BMW ";120.0;31999;41999;10499;Replika777;Комплект дисков Разноширокие BMW;BMW;Литой;9.5
"8.5/9.5x19"", 5x120.00, ET28/30, ЦО 72,6мм.";BMW;BMW;72.6;19;30;5;https://static.baza.farpost.ru/drom/1486701737092_bulletin;https://static.baza.farpost.ru/drom/1486701737092_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-raznoshirokie-bmw-64826271.html;;"9.5x19"", 5x120.0, ET30, ЦО72.6 BMW ";120.0;31999;41999;10499;Replika777;Комплект дисков Разноширокие BMW;BMW;Литой;9.5
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;16;30;4;https://static.baza.farpost.ru/drom/1503458364369_bulletin;https://static.baza.farpost.ru/drom/1503458364369_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318071.html;TE37;"7.0x16"", 4x100.0, ET30, ЦО73.1 RAYS TE37 ";100.0;17999;22999;5749;Replika777;Комплект дисков Rays te37;Rays TE37;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;16;30;4;https://static.baza.farpost.ru/drom/1503458364369_bulletin;https://static.baza.farpost.ru/drom/1503458364369_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318071.html;TE37;"7.0x16"", 4x100.0, ET30, ЦО73.1 RAYS TE37 ";100.0;17999;22999;5749;Replika777;Комплект дисков Rays te37;Rays TE37;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;16;30;4;https://static.baza.farpost.ru/drom/1503457397385_bulletin;https://static.baza.farpost.ru/drom/1503457397385_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318119.html;TE37;"7.0x16"", 4x100.0, ET30, ЦО73.1 RAYS TE37 ";100.0;16999;21999;5499;Replika777;Комплект дисков Rays te37;Rays TE37;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";RAYS;RAYS;73.1;16;30;4;https://static.baza.farpost.ru/drom/1503457397385_bulletin;https://static.baza.farpost.ru/drom/1503457397385_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-56318119.html;TE37;"7.0x16"", 4x100.0, ET30, ЦО73.1 RAYS TE37 ";100.0;16999;21999;5499;Replika777;Комплект дисков Rays te37;Rays TE37;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";XXR;XXR;73.1;16;30;4;https://static.baza.farpost.ru/drom/1535089822837_bulletin;https://static.baza.farpost.ru/drom/1535089822837_default;https://baza.drom.ru/chita/wheel/disc/new-xxr-527-56328176.html;527;"7.0x16"", 4x100.0, ET30, ЦО73.1 XXR 527 ";100.0;17999;22999;5749;Replika777;New! XXR 527;XXR 527;Литой;7.0
"7.0x16"", 4x98.00, 4x100.00, ET30, ЦО 73,1мм.";XXR;XXR;73.1;16;30;4;https://static.baza.farpost.ru/drom/1535089822837_bulletin;https://static.baza.farpost.ru/drom/1535089822837_default;https://baza.drom.ru/chita/wheel/disc/new-xxr-527-56328176.html;527;"7.0x16"", 4x100.0, ET30, ЦО73.1 XXR 527 ";100.0;17999;22999;5749;Replika777;New! XXR 527;XXR 527;Литой;7.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500545206889_bulletin;https://static.baza.farpost.ru/drom/1500545206889_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269562.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500545206889_bulletin;https://static.baza.farpost.ru/drom/1500545206889_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269562.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500545206889_bulletin;https://static.baza.farpost.ru/drom/1500545206889_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269562.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1500545206889_bulletin;https://static.baza.farpost.ru/drom/1500545206889_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60269562.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271320.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271320.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271320.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0/9.0x17"", 5x114.30, ET35/30, ЦО 73,1мм.";ProDrive;PRODRIVE;73.1;17;30;5;https://static.baza.farpost.ru/drom/1506091116512_bulletin;https://static.baza.farpost.ru/drom/1506091116512_default;https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-60271320.html;GC-05F;"9.0x17"", 5x114.3, ET30, ЦО73.1 PRODRIVE GC-05F ";114.3;21999;26999;6749;Replika777;New! Prodrive GC-05F;Prodrive GC-05F;Литой;9.0
"8.0x17"", 5x100.00, ET35, ЦО 73,1мм.";Weds;WEDS;73.1;17;35;5;https://static.baza.farpost.ru/drom/1524752096026_bulletin;https://static.baza.farpost.ru/drom/1524752096026_default;https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-62333550.html;;"8.0x17"", 5x100.0, ET35, ЦО73.1 WEDS ";100.0;21999;26999;6749;Replika777;NEW! Комплект Weds;Weds;Литой;8.0
"7.0x16"", 5x100.00, ET40, ЦО 73,1мм.";Vossen;VOSSEN;73.1;16;40;5;https://static.baza.farpost.ru/drom/1492399623370_bulletin;https://static.baza.farpost.ru/drom/1492399623370_default;https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-vossen-cv3-63364679.html;CV3;"7.0x16"", 5x100.0, ET40, ЦО73.1 VOSSEN CV3 ";100.0;17999;22999;5749;Replika777;Комплект дисков Vossen CV3;Vossen CV3;Литой;7.0
"8.5x18"", 5x114.30, ET35, ЦО 73,1мм.";Shogun;Shogun;73.1;18;35;5;https://static.baza.farpost.ru/drom/1531275631133_bulletin;https://static.baza.farpost.ru/drom/1531275631133_default;https://baza.drom.ru/chita/wheel/disc/dip-shogun-a1-65077912.html;A1;"8.5x18"", 5x114.3, ET35, ЦО73.1 Shogun A1 ";114.3;26999;31999;7999;Replika777;Дип. Shogun A1;Shogun A1 (диповые);Литой;8.5
